epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.0938,0.9401,2.80629,1.54908,0.13619,0.12821,0.11421,0.0819,0.86202,3.13313,1.30482,0.00011669,0.00011669,0.00011669
2,8.54957,0.86549,2.40749,1.44364,0.03366,0.37778,0.04249,0.01981,1.9922,79.4808,3.6127,0.000246749,0.000246749,0.000246749
3,13.2037,0.94203,1.91971,1.47515,0.01782,0.32821,0.01773,0.0074,1.93542,254.045,4.663,0.000373288,0.000373288,0.000373288
4,17.9056,0.97411,1.8631,1.47655,0.00078,0.18974,0.00464,0.00145,3.13852,inf,26.3072,0.000496306,0.000496306,0.000496306
5,22.5724,1.01771,1.93118,1.52483,0,0,0,0,nan,nan,nan,0.000615803,0.000615803,0.000615803
6,27.358,0.97794,1.63594,1.47152,0,0,0,0,nan,nan,nan,0.00073178,0.00073178,0.00073178
7,32.0102,0.95966,1.50572,1.4791,0,0,0,0,nan,nan,nan,0.000844235,0.000844235,0.000844235
8,36.7155,1.08033,1.51704,1.50017,0,0,0,0,nan,nan,nan,0.000953171,0.000953171,0.000953171
9,41.4414,0.98561,1.44308,1.49134,0,0,0,0,nan,nan,nan,0.00105859,0.00105859,0.00105859
10,46.1526,0.98979,1.46765,1.46481,0,0,0,0,nan,nan,nan,0.00116048,0.00116048,0.00116048
11,50.8662,1.02821,1.43089,1.4788,0,0,0,0,nan,nan,nan,0.00125885,0.00125885,0.00125885
12,55.7018,0.91404,1.36227,1.43009,0.00657,0.29658,0.00551,0.00123,nan,nan,nan,0.0013537,0.0013537,0.0013537
13,60.4779,0.89501,1.39417,1.43789,0,0,0,0,nan,nan,nan,0.00140295,0.00140295,0.00140295
14,65.1786,0.77737,1.31173,1.33182,0,0,0,0,nan,nan,nan,0.00138094,0.00138094,0.00138094
15,69.8938,0.83035,1.26284,1.38331,0,0,0,0,nan,nan,nan,0.00135894,0.00135894,0.00135894
16,74.59,0.78952,1.27118,1.33893,0.02223,0.20171,0.01695,0.00395,nan,nan,nan,0.00133693,0.00133693,0.00133693
17,79.3654,0.75238,1.24791,1.30452,0.04847,0.97778,0.0645,0.03379,2.20022,inf,62.6724,0.00131493,0.00131493,0.00131493
18,84.1446,0.768,1.21842,1.33525,0.00192,0.19658,0.00117,0.00025,4.43345,inf,20.9697,0.00129293,0.00129293,0.00129293
19,88.9443,0.80401,1.27097,1.35628,0.00241,0.02393,0.00157,0.0005,4.60358,18.9642,7.69462,0.00127092,0.00127092,0.00127092
20,93.7082,0.72715,1.23022,1.31186,0.05575,0.42735,0.04675,0.01345,3.0768,24.066,6.21403,0.00124892,0.00124892,0.00124892
21,98.5041,0.79427,1.21933,1.35219,0.07839,0.60256,0.07623,0.03276,2.30733,14.5175,3.2472,0.00122691,0.00122691,0.00122691
22,103.221,0.7398,1.21151,1.33886,0.13957,0.45128,0.12022,0.03891,2.17131,4.01591,3.2706,0.00120491,0.00120491,0.00120491
23,107.975,0.6785,1.20124,1.27906,0.11674,0.68889,0.11477,0.06391,1.47393,5.43494,2.49598,0.0011829,0.0011829,0.0011829
