epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,100.617,0.9273,1.3315,1.44105,0.45467,0.88182,0.50431,0.31266,1.37123,1.30643,1.80106,0.00133693,0.00133693,0.00133693
22,105.569,0.78217,1.28053,1.36141,0.45696,0.9,0.53448,0.34487,1.15677,1.60453,1.80201,0.00132043,0.00132043,0.00132043
23,110.659,0.81043,1.29851,1.38751,0.44741,0.9,0.47389,0.32926,1.21545,1.30817,1.86758,0.00130393,0.00130393,0.00130393
24,115.615,0.82209,1.31603,1.36154,0.34373,0.925,0.47363,0.32495,1.35184,1.45289,2.06324,0.00128742,0.00128742,0.00128742
25,120.719,0.863,1.25652,1.42492,0.3689,0.925,0.47295,0.3287,1.37155,1.68062,2.27522,0.00127092,0.00127092,0.00127092
26,125.663,0.84765,1.25898,1.40144,0.47262,0.9,0.55619,0.30825,1.2968,1.33897,1.87137,0.00125442,0.00125442,0.00125442
27,130.506,0.76571,1.25748,1.29747,0.51354,0.925,0.54031,0.34294,1.09602,1.21072,1.56791,0.00123791,0.00123791,0.00123791
28,135.36,0.78064,1.21691,1.35273,0.48543,0.91593,0.54989,0.3425,1.15334,1.50003,1.52965,0.00122141,0.00122141,0.00122141
29,140.213,0.74497,1.2371,1.32634,0.5168,0.925,0.5648,0.38892,1.0924,1.27609,1.48211,0.00120491,0.00120491,0.00120491
30,145.333,0.76507,1.20702,1.36784,0.49591,0.85455,0.53871,0.33263,1.33357,1.43511,1.65899,0.0011884,0.0011884,0.0011884
31,150.245,0.8225,1.27061,1.3672,0.37498,0.58182,0.39095,0.25426,1.16174,1.80131,1.41966,0.0011719,0.0011719,0.0011719
32,155.171,0.66827,1.19915,1.27714,0.42413,0.85317,0.53003,0.36703,1.06349,1.34902,1.41832,0.0011554,0.0011554,0.0011554
33,160.128,0.76554,1.20286,1.32712,0.42881,0.77675,0.52121,0.32345,1.22386,1.39535,1.63999,0.00113889,0.00113889,0.00113889
34,164.98,0.68558,1.17213,1.29465,0.5105,0.69091,0.62614,0.43635,1.41253,1.3267,1.95699,0.00112239,0.00112239,0.00112239
35,170.055,0.78237,1.17795,1.3392,0.46549,0.8962,0.6788,0.48603,1.31739,1.27256,1.78579,0.00110589,0.00110589,0.00110589
36,175.191,0.77214,1.23727,1.43003,0.30765,0.22898,0.18544,0.08616,3.77665,4.62692,3.90212,0.00108938,0.00108938,0.00108938
37,180.105,0.66381,1.12143,1.25659,0.16607,0.09545,0.06317,0.02945,3.84156,2.81189,3.29709,0.00107288,0.00107288,0.00107288
38,184.936,0.70823,1.11062,1.33207,0.12545,0.12203,0.0772,0.01343,4.06376,2.68072,3.64305,0.00105638,0.00105638,0.00105638
39,189.766,0.66964,1.15401,1.29072,0.41446,0.40753,0.31836,0.20542,3.1095,2.12208,2.71324,0.00103987,0.00103987,0.00103987
40,194.588,0.72272,1.18915,1.32984,0.50158,0.69091,0.57752,0.36837,1.26343,1.43214,1.49589,0.00102337,0.00102337,0.00102337
41,199.453,0.60105,1.13995,1.20936,0.20889,0.80909,0.38566,0.23119,1.28025,2.09277,1.52922,0.00100687,0.00100687,0.00100687
42,204.269,0.67247,1.13581,1.28166,0.46241,0.925,0.58086,0.39083,1.36133,1.17157,1.87595,0.000990365,0.000990365,0.000990365
43,209.09,0.72725,1.15823,1.31852,0.49693,0.95,0.63985,0.44089,1.06097,1.07534,1.5201,0.000973861,0.000973861,0.000973861
44,213.919,0.67741,1.11055,1.28397,0.69695,0.66474,0.73604,0.4948,0.95596,1.18259,1.34014,0.000957358,0.000957358,0.000957358
45,218.949,0.75251,1.08999,1.32474,0.44585,0.86136,0.68596,0.44639,0.98933,1.51598,1.32892,0.000940855,0.000940855,0.000940855
46,223.784,0.66504,1.10133,1.2409,0.32249,0.95227,0.50645,0.3572,1.25222,1.62481,1.79636,0.000924352,0.000924352,0.000924352
47,228.707,0.69154,1.06549,1.27376,0.55818,0.71818,0.68808,0.39863,1.45152,1.38622,2.07653,0.000907848,0.000907848,0.000907848
48,233.582,0.73337,1.12182,1.33668,0.62338,0.82955,0.70437,0.486,1.34028,1.32776,1.96477,0.000891345,0.000891345,0.000891345
49,238.437,0.70959,1.06146,1.28752,0.67701,0.76331,0.77865,0.54844,1.19173,1.25746,1.55016,0.000874842,0.000874842,0.000874842
50,243.495,0.76046,1.08984,1.33952,0.81115,0.78636,0.81928,0.58679,1.07625,0.91784,1.47226,0.000858338,0.000858338,0.000858338
51,248.579,0.65931,1.06403,1.25085,0.68253,0.86136,0.78858,0.54575,1.06089,1.12876,1.48444,0.000841835,0.000841835,0.000841835
52,253.469,0.57966,1.03004,1.17456,0.55594,0.8344,0.77634,0.52579,1.23286,0.9982,1.6948,0.000825332,0.000825332,0.000825332
53,258.361,0.66416,1.0005,1.28149,0.84791,0.89632,0.89202,0.58548,1.07809,0.86643,1.4359,0.000808828,0.000808828,0.000808828
54,263.407,0.61214,0.94554,1.24287,0.66614,0.85682,0.78323,0.582,1.04233,0.83462,1.5191,0.000792325,0.000792325,0.000792325
55,268.276,0.57023,0.94358,1.23392,0.48061,0.925,0.57181,0.38305,1.22823,1.0338,1.81311,0.000775822,0.000775822,0.000775822
56,273.133,0.70494,0.99026,1.2654,0.27295,0.975,0.5925,0.46777,1.0864,1.95376,1.45525,0.000759318,0.000759318,0.000759318
57,277.969,0.62557,0.98112,1.209,0.64942,0.94753,0.89778,0.6588,0.85869,0.96181,1.24115,0.000742815,0.000742815,0.000742815
58,283.054,0.72958,0.98926,1.32726,0.75832,0.90455,0.88726,0.65638,0.97659,0.8885,1.21809,0.000726312,0.000726312,0.000726312
59,287.901,0.6309,1.00766,1.26346,0.65014,0.92593,0.84615,0.62725,1.11033,1.01913,1.39598,0.000709809,0.000709809,0.000709809
60,292.757,0.60267,0.9081,1.22873,0.62907,0.79318,0.74479,0.52764,1.05031,1.62144,1.41019,0.000693305,0.000693305,0.000693305
61,297.569,0.68894,0.94329,1.29708,0.64689,0.88409,0.85504,0.60162,0.9932,1.23126,1.35522,0.000676802,0.000676802,0.000676802
62,302.4,0.6727,0.98102,1.29401,0.6766,0.89937,0.81718,0.63734,0.9868,0.88813,1.35011,0.000660299,0.000660299,0.000660299
63,307.224,0.56798,0.95512,1.21235,0.76249,0.87966,0.88935,0.69278,0.92468,0.72942,1.33535,0.000643795,0.000643795,0.000643795
64,312.257,0.62531,0.97015,1.22127,0.74965,0.80459,0.81325,0.6223,0.86474,0.80331,1.28439,0.000627292,0.000627292,0.000627292
65,317.189,0.5679,0.87623,1.19636,0.73713,0.80513,0.85384,0.65407,0.86847,0.7607,1.30091,0.000610789,0.000610789,0.000610789
66,322.048,0.60913,0.86787,1.23306,0.83497,0.90901,0.91517,0.66444,0.89426,0.70049,1.35738,0.000594286,0.000594286,0.000594286
67,326.903,0.59389,0.90714,1.21027,0.69606,0.83864,0.93013,0.70128,0.8385,0.88588,1.31611,0.000577782,0.000577782,0.000577782
68,331.958,0.66575,0.84039,1.29892,0.64776,0.90227,0.82801,0.64891,0.97179,0.89919,1.48038,0.000561279,0.000561279,0.000561279
69,336.811,0.54937,0.87679,1.21138,0.78289,0.85227,0.86219,0.65296,0.91151,0.91838,1.37545,0.000544776,0.000544776,0.000544776
70,341.687,0.63759,0.97449,1.24118,0.78863,0.88674,0.88822,0.73057,0.88924,0.79069,1.31118,0.000528272,0.000528272,0.000528272
71,346.744,0.64352,0.94132,1.25252,0.55328,0.925,0.78947,0.62956,0.96004,1.38887,1.43036,0.000511769,0.000511769,0.000511769
72,351.602,0.59962,0.84648,1.1983,0.50449,0.80965,0.66314,0.50519,0.99455,1.39873,1.44009,0.000495266,0.000495266,0.000495266
73,356.45,0.67824,0.94304,1.29033,0.65713,0.66364,0.69724,0.52063,0.97773,1.51059,1.43176,0.000478762,0.000478762,0.000478762
74,361.315,0.55734,0.94801,1.22605,0.52041,0.8,0.71923,0.5578,0.98291,2.69529,1.46644,0.000462259,0.000462259,0.000462259
75,366.18,0.56933,0.85731,1.18974,0.73134,0.90002,0.92293,0.70995,0.87137,0.97753,1.23892,0.000445756,0.000445756,0.000445756
76,371.063,0.54721,0.92151,1.19807,0.64387,0.93182,0.91921,0.67468,0.88944,1.115,1.18617,0.000429253,0.000429253,0.000429253
77,375.917,0.60168,0.86492,1.22635,0.7012,0.90293,0.90315,0.68065,0.8913,0.86736,1.18206,0.000412749,0.000412749,0.000412749
78,380.789,0.56099,0.88199,1.194,0.81695,0.7841,0.8916,0.66598,0.85251,0.80308,1.21389,0.000396246,0.000396246,0.000396246
79,385.705,0.61292,0.86385,1.25363,0.79776,0.90692,0.95014,0.72684,0.84664,0.72104,1.16764,0.000379743,0.000379743,0.000379743
80,390.773,0.64416,0.87239,1.26853,0.77101,0.86111,0.92042,0.72241,0.82155,0.86507,1.07259,0.000363239,0.000363239,0.000363239
81,395.654,0.56194,0.79579,1.21355,0.94044,0.84422,0.94264,0.73341,0.81179,0.75189,1.06256,0.000346736,0.000346736,0.000346736
82,400.713,0.55749,0.82851,1.21126,0.98884,0.85722,0.9617,0.78147,0.86436,0.56182,1.16648,0.000330233,0.000330233,0.000330233
83,405.77,0.594,0.85064,1.20927,0.89526,0.90227,0.95765,0.75637,0.84805,0.58587,1.20748,0.000313729,0.000313729,0.000313729
84,410.627,0.57164,0.81277,1.19035,0.94458,0.85216,0.95034,0.7294,0.86078,0.60203,1.21206,0.000297226,0.000297226,0.000297226
85,415.48,0.57057,0.80262,1.21693,0.84399,0.95227,0.94698,0.72774,0.94076,0.64953,1.23886,0.000280723,0.000280723,0.000280723
86,420.317,0.5518,0.78368,1.17576,0.85375,0.96636,0.94349,0.72019,0.95403,0.69683,1.21435,0.00026422,0.00026422,0.00026422
87,425.183,0.54669,0.79447,1.18647,0.88887,0.96346,0.95897,0.73156,0.9577,0.67773,1.21557,0.000247716,0.000247716,0.000247716
88,430.05,0.54708,0.76703,1.18474,0.99004,0.82516,0.95273,0.74518,0.85868,0.61871,1.15644,0.000231213,0.000231213,0.000231213
89,434.898,0.52531,0.83114,1.1842,0.9217,0.88541,0.96835,0.75285,0.85848,0.63816,1.15917,0.00021471,0.00021471,0.00021471
90,439.744,0.52181,0.75197,1.20018,0.92448,0.89892,0.94876,0.73515,0.84788,0.63471,1.16628,0.000198206,0.000198206,0.000198206
91,444.985,0.63081,0.94929,1.3871,0.81476,0.92357,0.94334,0.73933,0.81799,0.66564,1.13254,0.000181703,0.000181703,0.000181703
92,449.873,0.56969,0.71831,1.40898,0.77289,0.94709,0.97041,0.7658,0.81716,0.68715,1.11502,0.0001652,0.0001652,0.0001652
93,454.724,0.58327,0.71222,1.37924,0.81664,0.97438,0.97841,0.76848,0.81595,0.61038,1.12206,0.000148696,0.000148696,0.000148696
94,459.574,0.56985,0.64681,1.39711,0.87813,0.88812,0.96054,0.73205,0.82485,0.61591,1.16116,0.000132193,0.000132193,0.000132193
95,464.42,0.58886,0.56563,1.40926,0.90011,0.70951,0.91618,0.66798,0.85127,0.75796,1.19194,0.00011569,0.00011569,0.00011569
96,469.25,0.52789,0.59999,1.34248,0.91695,0.81596,0.94732,0.70909,0.86466,0.71397,1.15561,9.91865e-05,9.91865e-05,9.91865e-05
97,474.109,0.54312,0.65737,1.31285,0.9051,0.90455,0.96727,0.7459,0.87402,0.63596,1.14327,8.26832e-05,8.26832e-05,8.26832e-05
98,478.961,0.48936,0.5254,1.27507,0.96864,0.87172,0.97017,0.77296,0.77342,0.65845,1.04995,6.61799e-05,6.61799e-05,6.61799e-05
99,483.802,0.48575,0.55264,1.27873,0.9437,0.86911,0.96922,0.77098,0.77711,0.64797,1.06857,4.96766e-05,4.96766e-05,4.96766e-05
100,488.645,0.58099,0.65603,1.34353,0.96561,0.85455,0.96861,0.77498,0.78147,0.64263,1.06426,3.31733e-05,3.31733e-05,3.31733e-05
