epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.86677,1.86723,3.54275,2.16108,0.1025,0.04273,0.01023,0.00137,4.21252,9.28077,4.26529,0.0001667,0.0001667,0.0001667
2,10.3222,1.69765,2.57969,1.95864,0.00522,0.14,0.00227,0.00084,nan,nan,nan,0.000343139,0.000343139,0.000343139
3,15.6848,1.81945,3.42467,1.96499,0,0,0,0,nan,nan,nan,0.000512316,0.000512316,0.000512316
4,21.0339,1.82811,2.50888,2.02572,0,0,0,0,nan,nan,nan,0.000674231,0.000674231,0.000674231
5,26.4626,1.82956,2.35514,1.98302,0,0,0,0,nan,nan,nan,0.000828886,0.000828886,0.000828886
6,31.7996,1.8016,2.32144,2.02585,0,0,0,0,nan,nan,nan,0.000976279,0.000976279,0.000976279
7,37.1644,1.65979,2.25671,1.86777,0,0,0,0,nan,nan,nan,0.00111641,0.00111641,0.00111641
8,42.5172,1.65388,2.12481,1.86551,0,0,0,0,nan,nan,nan,0.00124928,0.00124928,0.00124928
9,47.8561,1.6225,2.08115,1.83045,0,0,0,0,nan,nan,nan,0.00137489,0.00137489,0.00137489
10,53.1905,1.59119,2.02119,1.86463,0,0,0,0,nan,nan,nan,0.00136994,0.00136994,0.00136994
11,58.5336,1.54909,1.89594,1.76511,0,0,0,0,nan,nan,nan,0.00133693,0.00133693,0.00133693
12,63.9609,1.46455,1.80212,1.67695,0.07528,0.12273,0.02453,0.00815,nan,nan,nan,0.00130393,0.00130393,0.00130393
13,69.5367,1.42694,1.82633,1.71339,0.51498,0.02273,0.00218,0.00063,nan,nan,nan,0.00127092,0.00127092,0.00127092
14,74.9029,1.46119,1.86447,1.72937,0,0,0,0,nan,nan,nan,0.00123791,0.00123791,0.00123791
15,80.3088,1.41786,1.68852,1.64924,0.12827,0.30727,0.06646,0.03229,nan,nan,nan,0.00120491,0.00120491,0.00120491
16,85.9104,1.37852,1.772,1.65334,0.49919,0.30182,0.23644,0.09853,nan,nan,nan,0.0011719,0.0011719,0.0011719
17,91.4696,1.48301,1.81206,1.71531,0,0,0,0,nan,nan,nan,0.00113889,0.00113889,0.00113889
18,96.8966,1.35954,1.71838,1.60752,0.69109,0.38358,0.27265,0.1182,2.02662,3.53445,2.65008,0.00110589,0.00110589,0.00110589
19,102.492,1.37917,1.75775,1.63635,0.34202,0.54727,0.34641,0.16355,1.88655,2.64181,2.45129,0.00107288,0.00107288,0.00107288
20,108.098,1.36166,1.62242,1.61117,0.35036,0.58727,0.33559,0.13927,2.13707,2.88581,2.78003,0.00103987,0.00103987,0.00103987
21,113.529,1.38993,1.60543,1.5902,0.17183,0.36455,0.11895,0.04901,2.27373,5.30946,2.90345,0.00100687,0.00100687,0.00100687
22,118.979,1.38717,1.6613,1.64806,0.05587,0.20455,0.05201,0.01654,2.53581,8.5282,3.07823,0.000973861,0.000973861,0.000973861
23,124.439,1.39641,1.61238,1.63582,0.20019,0.19909,0.05341,0.01592,2.75575,7.2463,3.63074,0.000940855,0.000940855,0.000940855
24,129.902,1.27355,1.50959,1.5518,0.50789,0.27273,0.00757,0.00237,3.13069,17.2446,3.99903,0.000907848,0.000907848,0.000907848
25,135.355,1.36138,1.54219,1.57374,0.45769,0.35545,0.20716,0.09113,2.25347,5.8061,2.78021,0.000874842,0.000874842,0.000874842
26,140.794,1.34922,1.56113,1.55118,0.39923,0.58727,0.46526,0.23001,nan,nan,nan,0.000841835,0.000841835,0.000841835
27,146.431,1.32006,1.59656,1.56629,0.5929,0.46727,0.45479,0.19949,2.19981,2.69175,2.60576,0.000808828,0.000808828,0.000808828
28,151.909,1.30206,1.58539,1.55684,0.5601,0.55273,0.55898,0.28338,1.85124,2.0315,2.17893,0.000775822,0.000775822,0.000775822
29,157.514,1.2254,1.48972,1.50517,0.5277,0.51636,0.47637,0.25643,1.74181,1.97139,2.16374,0.000742815,0.000742815,0.000742815
