epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.26681,0.9401,2.80629,1.54908,0.13619,0.12821,0.11421,0.0819,0.86202,3.13313,1.30482,0.00011669,0.00011669,0.00011669
2,8.86171,0.85532,2.41134,1.44748,0.11314,0.70684,0.2003,0.10539,1.47307,36.9528,2.48298,0.000247575,0.000247575,0.000247575
3,13.7575,0.91169,1.83974,1.43962,0.09582,0.0735,0.05402,0.02316,1.44515,36.8303,3.38178,0.000375818,0.000375818,0.000375818
4,18.7206,0.93924,1.72777,1.44604,0,0,0,0,nan,nan,nan,0.000501422,0.000501422,0.000501422
5,23.3487,0.88605,1.68109,1.41399,0,0,0,0,nan,nan,nan,0.000624385,0.000624385,0.000624385
6,27.9854,0.91155,1.49581,1.41338,0,0,0,0,nan,nan,nan,0.000744707,0.000744707,0.000744707
7,32.6169,0.88577,1.41834,1.40571,0,0,0,0,nan,nan,nan,0.000862389,0.000862389,0.000862389
8,37.2788,0.87863,1.40228,1.42339,0,0,0,0,nan,nan,nan,0.00097743,0.00097743,0.00097743
9,41.94,0.93856,1.40353,1.44228,0,0,0,0,nan,nan,nan,0.00108983,0.00108983,0.00108983
10,46.6162,0.93736,1.40099,1.40849,0.25,0.01282,0.0198,0.00396,nan,nan,nan,0.00119959,0.00119959,0.00119959
11,51.3336,0.87904,1.43258,1.37648,0.02946,0.01282,0.00384,0.00261,nan,nan,nan,0.00130671,0.00130671,0.00130671
12,56.0854,0.83961,1.36535,1.41428,0.00806,0.83248,0.01129,0.00303,nan,nan,nan,0.00141119,0.00141119,0.00141119
13,60.8833,0.95785,1.38236,1.44206,0.00526,0.79145,0.00709,0.00173,nan,nan,nan,0.00146896,0.00146896,0.00146896
14,65.6569,0.85258,1.32169,1.35695,0,0,0,0,nan,nan,nan,0.00145246,0.00145246,0.00145246
15,70.4035,0.7869,1.27298,1.35014,0,0,0,0,nan,nan,nan,0.00143595,0.00143595,0.00143595
16,75.1661,0.74753,1.28358,1.30217,0,0,0,0,nan,nan,nan,0.00141945,0.00141945,0.00141945
17,79.9835,0.74207,1.28571,1.30685,0.00168,0.29487,0.00164,0.00031,nan,nan,nan,0.00140295,0.00140295,0.00140295
18,84.8408,0.76522,1.20005,1.35056,0.01325,0.34274,0.00978,0.0026,3.57852,42.6773,7.27638,0.00138644,0.00138644,0.00138644
