epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.01546,1.02489,2.88444,1.50812,0.00389,1,0.04533,0.0166,1.20486,2.92958,1.57184,0.00011669,0.00011669,0.00011669
2,1.75388,0.68764,2.58739,1.34093,0.00344,1,0.37466,0.18987,0.60681,2.71869,1.14471,0.000241798,0.000241798,0.000241798
3,2.48807,0.63232,2.01271,1.2834,0.00374,1,0.31099,0.11323,1.46749,2.69435,1.7697,0.000358105,0.000358105,0.000358105
4,3.21576,0.67402,1.78094,1.29256,0.41421,0.31182,0.36145,0.16542,1.73518,2.36078,2.36579,0.00046561,0.00046561,0.00046561
5,3.95228,0.6588,1.63059,1.27077,0.11225,0.37692,0.07421,0.01591,3.39122,2.61229,3.76541,0.000564313,0.000564313,0.000564313
6,4.69506,0.62943,1.52219,1.24996,0.23087,0.50085,0.27908,0.0676,2.31994,2.64189,2.98966,0.000654214,0.000654214,0.000654214
7,5.41926,0.57665,1.30961,1.22701,0.31827,0.58718,0.50852,0.26295,1.19531,2.15155,2.02479,0.000735314,0.000735314,0.000735314
8,6.14839,0.64208,1.27246,1.26831,0.39259,0.5453,0.45697,0.24609,1.781,2.22621,2.1221,0.000807611,0.000807611,0.000807611
9,6.87303,0.63016,1.18503,1.23956,0.5771,0.72051,0.65094,0.39939,1.16704,1.72247,1.70807,0.000871108,0.000871108,0.000871108
10,7.59186,0.62996,1.18601,1.21986,0.42733,0.46496,0.36391,0.19048,1.3102,2.06433,1.84145,0.000925802,0.000925802,0.000925802
11,8.30616,0.63662,1.1772,1.20072,0.28044,0.36176,0.1963,0.07281,2.05748,2.51881,2.52513,0.000971694,0.000971694,0.000971694
12,9.00778,0.63599,1.08886,1.26242,0.69858,0.8399,0.74043,0.50042,1.21589,1.58439,2.26346,0.00100879,0.00100879,0.00100879
13,9.7214,0.62458,1.14934,1.24021,0.68664,0.80651,0.75615,0.50618,1.18652,1.59465,2.25096,0.00100687,0.00100687,0.00100687
14,10.4375,0.5544,1.0511,1.17268,0.65385,0.84957,0.80112,0.5482,1.0775,1.60045,1.92568,0.000951857,0.000951857,0.000951857
15,11.1547,0.54729,0.91269,1.18943,0.57633,0.73677,0.68871,0.48105,1.02479,1.88282,1.89253,0.000896846,0.000896846,0.000896846
16,11.9648,0.5477,1.06622,1.15237,0.86305,0.81468,0.85736,0.58326,1.07184,1.09189,2.03358,0.000841835,0.000841835,0.000841835
17,12.6739,0.52308,0.93709,1.13824,0.82771,0.90434,0.91729,0.62615,1.04415,1.19728,1.67126,0.000786824,0.000786824,0.000786824
18,13.382,0.50675,1.03421,1.15715,0.84882,0.86943,0.90276,0.62304,0.99713,1.43796,1.43001,0.000731813,0.000731813,0.000731813
19,14.0803,0.55577,0.97276,1.16889,0.76701,0.86995,0.88391,0.64273,0.96347,1.34239,1.38616,0.000676802,0.000676802,0.000676802
20,14.7878,0.51528,0.99593,1.16786,0.72524,0.79391,0.8052,0.52243,1.02874,1.49979,1.44317,0.000621791,0.000621791,0.000621791
21,15.7461,0.54594,1.63329,1.27994,0.84897,0.8265,0.8926,0.65664,0.94828,1.21275,1.44271,0.00056678,0.00056678,0.00056678
22,16.4658,0.49791,1.17039,1.27152,0.89142,0.88034,0.90965,0.64404,1.00325,1.26278,1.56498,0.000511769,0.000511769,0.000511769
23,17.1637,0.47332,1.1395,1.24599,0.91847,0.85812,0.93032,0.65034,0.89244,1.37266,1.42724,0.000456758,0.000456758,0.000456758
24,17.8611,0.4609,1.03126,1.22538,0.785,0.88547,0.94926,0.67483,0.87557,1.37674,1.47786,0.000401747,0.000401747,0.000401747
25,18.5611,0.4803,1.05645,1.24139,0.86835,0.91824,0.96365,0.68703,0.88554,1.07401,1.48991,0.000346736,0.000346736,0.000346736
26,19.2641,0.42967,1.02829,1.20456,0.88333,0.92991,0.95706,0.71045,0.84785,0.98945,1.36828,0.000291725,0.000291725,0.000291725
27,19.9714,0.36396,1.07619,1.14557,0.85174,0.92686,0.93525,0.71107,0.82615,1.05746,1.28769,0.000236714,0.000236714,0.000236714
28,20.6671,0.43222,0.9381,1.20141,0.8373,0.88224,0.94114,0.72273,0.8276,1.10503,1.23122,0.000181703,0.000181703,0.000181703
29,21.3689,0.42781,0.93282,1.17241,0.83408,0.85481,0.94519,0.73116,0.81058,1.15548,1.17495,0.000126692,0.000126692,0.000126692
30,22.1708,0.38219,0.90984,1.14577,0.83041,0.86325,0.94594,0.75382,0.79095,1.11311,1.14244,7.1681e-05,7.1681e-05,7.1681e-05
