epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.882824,0,74.5915,0,0,0,0,0,0,47.4141,0,0.00015003,0.00015003,0.00015003
2,1.54988,0,69.6225,0,0,0,0,0,0,47.6172,0,0.000315788,0.000315788,0.000315788
3,2.2056,0,61.2244,0,0,0,0,0,0,34.9375,0,0.000480556,0.000480556,0.000480556
4,2.85449,0,55.9929,0,0,0,0,0,0,24.668,0,0.000644332,0.000644332,0.000644332
5,3.48688,0,52.0436,0,0,0,0,0,0,18.6406,0,0.000807116,0.000807116,0.000807116
6,4.11269,0,49.5731,0,0,0,0,0,0,12.1523,0,0.00096891,0.00096891,0.00096891
7,4.73629,0,47.3879,0,0,0,0,0,0,174.875,0,0.00112971,0.00112971,0.00112971
8,5.36032,0,45.2403,0,0,0,0,0,0,inf,0,0.00128952,0.00128952,0.00128952
9,5.98528,0,42.5044,0,0,0,0,0,0,inf,0,0.00144834,0.00144834,0.00144834
10,6.6164,0,40.4109,0,0,0,0,0,0,5407.5,0,0.00160617,0.00160617,0.00160617
11,7.23819,0,38.0221,0,0,0,0,0,0,1961.88,0,0.00161744,0.00161744,0.00161744
12,7.86232,0,35.9178,0,0,0,0,0,0,10052,0,0.00161248,0.00161248,0.00161248
13,8.49604,0,33.8813,0,0,0,0,0,0,2013,0,0.00160753,0.00160753,0.00160753
14,9.12167,0,32.0796,0,0,0,0,0,0,3329,0,0.00160257,0.00160257,0.00160257
15,9.7429,0,29.8536,0,0,0,0,0,0,33.25,0,0.00159762,0.00159762,0.00159762
16,10.3727,0,27.8424,0,0,0,0,0,0,37.3047,0,0.00159266,0.00159266,0.00159266
17,11.0001,0,25.8999,0,0,0,0,0,0,13.7676,0,0.0015877,0.0015877,0.0015877
18,11.6351,0,24.1135,0,0,0,0,0,0,20.3945,0,0.00158275,0.00158275,0.00158275
19,12.2583,0,22.1629,0,0,0,0,0,0,132.469,0,0.00157779,0.00157779,0.00157779
20,12.8919,0,20.5601,0,0,0,0,0,0,41.9844,0,0.00157284,0.00157284,0.00157284
21,13.5143,0,18.8694,0,0,0,0,0,0,2.11621,0,0.00156788,0.00156788,0.00156788
22,14.1363,0,17.3436,0,0,0,0,0,0,0.74292,0,0.00156293,0.00156293,0.00156293
23,14.757,0,15.8632,0,0,0,0,0,0,6.05713,0,0.00155797,0.00155797,0.00155797
24,15.3789,0,14.5294,0,0,0,0,0,0,0.33154,0,0.00155301,0.00155301,0.00155301
25,15.9977,0,13.2192,0,0,0,0,0,0,114.094,0,0.00154806,0.00154806,0.00154806
26,16.6235,0,12.0637,0,0,0,0,0,0,0.02344,0,0.0015431,0.0015431,0.0015431
27,17.2372,0,10.9217,0,0,0,0,0,0,0.00098,0,0.00153815,0.00153815,0.00153815
28,17.8456,0,9.92843,0,0,0,0,0,0,0,0,0.00153319,0.00153319,0.00153319
29,18.4498,0,8.96725,0,0,0,0,0,0,0,0,0.00152823,0.00152823,0.00152823
30,19.0576,0,8.13287,0,0,0,0,0,0,0.01465,0,0.00152328,0.00152328,0.00152328
31,19.658,0,7.29931,0,0,0,0,0,0,0.00391,0,0.00151832,0.00151832,0.00151832
